ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Abandono_curso,Categoria_Recursos
1642,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1643,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
1644,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
1645,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1646,20,public,Cursando o 3º ano do Ensino Médio,SP,Cachoeira Paulista,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1650,20,public,Cursando o 3º ano do Ensino Médio,SP,Ubatuba,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1652,18,public,Cursando o Ensino Superior,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
1653,17,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Preto,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Tarde,1,Dispositivo Proprio com internet propria
1654,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
1655,17,scholarship,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,6,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Manhã,1,Dispositivo Proprio com internet propria
1656,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1660,17,public,Cursando o 3º ano do Ensino Médio,RJ,Miracema,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo Proprio com internet propria
1661,22,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1662,21,public,Cursando o 3º ano do Ensino Médio,SP,Embu das Artes,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo compartilhado com internet propria
1663,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
1664,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
1665,18,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Ainda não concluí um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1666,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
1670,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo proprio com internet compartilhada
1671,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1672,22,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo proprio com internet compartilhada
1673,17,public,Cursando o 3º ano do Ensino Médio,RS,São José do Norte,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Manhã,1,Dispositivo Proprio com internet propria
1674,20,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Sim,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1675,19,public,Cursando o 3º ano do Ensino Médio,RS,Nova Bassano,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1676,20,public,Cursando o 3º ano do Ensino Médio,SP,Francisco Morato,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1680,22,public,Cursando o 3º ano do Ensino Médio,RJ,Armação dos Búzios,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
1681,19,public,Cursando o 3º ano do Ensino Médio,SP,Jaboticabal,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
1682,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo compartilhado com internet propria
1683,20,public,Cursando o 3º ano do Ensino Médio,SP,Americana,Sim,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
1684,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Tarde,1,Dispositivo proprio com internet compartilhada
1685,22,public,Cursando o 3º ano do Ensino Médio,RJ,Nilópolis,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
1686,19,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Manhã,0,Dispositivo Proprio com internet propria
1690,19,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,0,Dispositivo proprio com internet compartilhada
1691,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Noite,0,Dispositivo Proprio com internet propria
1692,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,Mais que 10,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
1693,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
1694,22,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1695,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1696,17,public,Cursando o 3º ano do Ensino Médio,RJ,São Gonçalo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
1700,20,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1701,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
1702,18,public,Cursando o 3º ano do Ensino Médio,SP,Suzano,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo Proprio com internet propria
1703,22,public,Cursando o 3º ano do Ensino Médio,SP,Olímpia,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo proprio com internet compartilhada
1704,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
1705,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet 4G,Sim,Sim,1,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,0,Dispositivo Proprio com internet propria
1706,19,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1710,21,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Integral,1,Dispositivo proprio com internet compartilhada
1711,18,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Integral,1,Dispositivo Proprio com internet propria
1712,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1713,17,public,Cursando o 3º ano do Ensino Médio,SP,Capão Bonito,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Tarde,0,Dispositivo Proprio com internet propria
1714,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Integral,1,Dispositivo Proprio com internet propria
1715,22,public,Cursando o 3º ano do Ensino Médio,SP,Itapira,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
1716,19,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Já concluí,1,Dispositivo Proprio com internet propria
1720,22,public,Cursando o 3º ano do Ensino Médio,RJ,Itaguaí,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
